src,tgt
6+26+29=,61
8*4+27=,59
25+14+24=,63
8*25-19=,181
26-13-15=,-2
0-15-14=,-29
22-25+8=,5
26+4-18=,12
4+10+6=,20
2*10-14=,6
1-19+23=,5
11+4-19=,-4
19*3-1=,56
18+1+12=,31
7*20-15=,125
28+1+27=,56
21*9-17=,172
13-20+22=,15
27-4+12=,35
20+12+24=,56
29-2+14=,41
5+13-10=,8
6+0*12=,6
3-2-5=,-4
11+20*2=,51
7*29-25=,178
28*9+24=,276
19-20*6=,-101
12-22+19=,9
17-20-10=,-13
26*5-12=,118
23-10-6=,7
24*27-5=,643
20+8*3=,44
10+3+11=,24
25*15-20=,355
25-24-10=,-9
22*24*24=,12672
14-2-6=,6
8-16*5=,-72
21-1*7=,14
16+17-17=,16
11*27-25=,272
21+27-18=,30
17*25*18=,7650
24+1-14=,11
4-4-19=,-19
10-22-5=,-17
6+20+8=,34
29*0+3=,3
0*6*16=,0
29-8+4=,25
6*2-28=,-16
23*4*7=,644
26-28+4=,2
0+14-6=,8
5*15+4=,79
14+22*18=,410
29*16*11=,5104
6+12-12=,6
17-28*9=,-235
17+15+4=,36
8*2*0=,0
22-24+5=,3
4-18+14=,0
29*25-16=,709
24*2*25=,1200
14*24*18=,6048
19*3*10=,570
0-5+28=,23
11*19+8=,217
18+22*12=,282
14*28-24=,368
8*22*29=,5104
20-28-4=,-12
8-25+10=,-7
23+5-27=,1
22+21-22=,21
24*21*26=,13104
10*11+18=,128
6-15+10=,1
21+9-20=,10
25-7*18=,-101
27-16*13=,-181
17+20*3=,77
27*17*16=,7344
18+23+23=,64
25*22-27=,523
6+21-9=,18
27-19*27=,-486
15*4*3=,180
28+23*9=,235
13-26-12=,-25
20+15*5=,95
18*23*11=,4554
19-24*17=,-389
8*0+10=,10
24*9+20=,236
14+17+11=,42
3-5*4=,-17
27*0-14=,-14
15-1*13=,2
19+4*1=,23
17*13*2=,442
26+26-27=,25
9+14-5=,18
24+7+16=,47
15-28-1=,-14
9-6+15=,18
29*14-23=,383
13*18+10=,244
13*29+15=,392
18+26+27=,71
26+2-13=,15
17-18+3=,2
22+11-25=,8
11+28+0=,39
20+6*1=,26
15*0*28=,0
0+22-3=,19
23-13-29=,-19
22-27-13=,-18
3*27-10=,71
13+9+3=,25
21+2+6=,29
26*29*15=,11310
7*22*11=,1694
1-1*8=,-7
18+19*25=,493
9*10+21=,111
5-16+8=,-3
2*26*7=,364
27+29+19=,75
19-17*4=,-49
20+15+5=,40
16-5-19=,-8
10*22-4=,216
14-20*12=,-226
15+11*22=,257
15-14*9=,-111
5-20-27=,-42
18*13-15=,219
11+6-7=,10
20+22*29=,658
3+15+0=,18
1-18*16=,-287
27*21*25=,14175
20+9*16=,164
5+10*8=,85
13+7*9=,76
3+26*0=,3
3-12+20=,11
25*1-3=,22
6*26*25=,3900
20+7-8=,19
28-24-14=,-10
17+21+0=,38
9+27+0=,36
0+1+6=,7
6+11+29=,46
25+24-19=,30
2+1+10=,13
20+2*22=,64
1-20-29=,-48
29-0*3=,29
23-18*8=,-121
27+21+18=,66
16-13*13=,-153
26+0*1=,26
27-1+18=,44
14-24*14=,-322
0-18*24=,-432
16-13-16=,-13
16+6-24=,-2
28*23+0=,644
10*5-9=,41
1+22-27=,-4
1*21*21=,441
21*7+26=,173
11+9+12=,32
19*21-2=,397
6*27+6=,168
23*15-22=,323
5+22+21=,48
26-5-25=,-4
24-10-8=,6
21-14+27=,34
21*16-14=,322
1-0*29=,1
16+18*3=,70
9+3*18=,63
3-26-25=,-48
17*17*5=,1445
0+20-21=,-1
3*10*29=,870
10+24+14=,48
27-28-24=,-25
26+11-6=,31
6-3*1=,3
4+8-5=,7
15-3+15=,27
13-28+24=,9
6+14*12=,174
28-15-26=,-13
28-10-3=,15
4*9*1=,36
28+3-5=,26
3*14*15=,630
27*26-8=,694
11-12*7=,-73
29-10*3=,-1
13+4*1=,17
11-8*14=,-101
14*1-8=,6
3+25*2=,53
1-20*0=,1
18-29-14=,-25
18+10*4=,58
24*7*10=,1680
11+3*4=,23
25-6+8=,27
7+7-11=,3
29-18*22=,-367
7-28-1=,-22
16+4+21=,41
13+11*17=,200
2*15-13=,17
19+4+24=,47
15-26-23=,-34
19*12*23=,5244
21-29+10=,2
12+24*8=,204
13*1+19=,32
18-13+20=,25
20+11+26=,57
9-29+12=,-8
0*16-1=,-1
3+2*15=,33
12-8*8=,-52
8*17*8=,1088
26*0+17=,17
24+26-14=,36
11-24*26=,-613
21*29*12=,7308
22*5+23=,133
25-15-20=,-10
29*12*23=,8004
9+20*21=,429
18-21+18=,15
18-6*29=,-156
20+8-22=,6
9+17+29=,55
21*4-16=,68
16+6+28=,50
27*24*23=,14904
23-7*24=,-145
19+26-4=,41
1+7-28=,-20
19-22-6=,-9
3-29*20=,-577
12-9-20=,-17
14+17*17=,303
19+25*12=,319
11-27-10=,-26
19+1-4=,16
22*18-19=,377
21-14*7=,-77
22-20-3=,-1
28*8+20=,244
21+29*9=,282
6*4*0=,0
8-2*22=,-36
12+23*18=,426
13-28-29=,-44
16-23*13=,-283
8+11*5=,63
3-22-29=,-48
26-4*20=,-54
1+1+1=,3
29-10*16=,-131
6*15-5=,85
6-8-7=,-9
19-26*16=,-397
5*15*17=,1275
25*6+26=,176
8-0*22=,8
15*25-2=,373
27+6+28=,61
16-28+8=,-4
18+17+1=,36
5*12*1=,60
20+28*17=,496
4+5+6=,15
17*9*14=,2142
6-7*23=,-155
14*25*22=,7700
2-10-24=,-32
5*12+25=,85
6-1*27=,-21
14*7-5=,93
11-29*16=,-453
22*8-10=,166
28*14+1=,393
5*5+21=,46
29-1-24=,4
14-2-22=,-10
22-10*14=,-118
25*21*0=,0
15-25-0=,-10
0*0+24=,24
6*14-13=,71
10*0-6=,-6
12-28+11=,-5
18*25+8=,458
8-27*11=,-289
27+25+13=,65
17*16*24=,6528
9*19-28=,143
22*17+24=,398
16-16+18=,18
11+0*23=,11
21-25+28=,24
9*11+18=,117
26-3+12=,35
6-8+20=,18
2-8*3=,-22
3-17*14=,-235
27-26-19=,-18
8+12-17=,3
24*22+17=,545
20+25-10=,35
19-24+28=,23
27-26-14=,-13
19*7-12=,121
10*22-11=,209
13+20*3=,73
25-12-7=,6
18*1-24=,-6
6-19*26=,-488
8*5-2=,38
3*8+20=,44
26+25+2=,53
13*14+4=,186
1-15-11=,-25
25+12+18=,55
24+14+7=,45
15+5+15=,35
12*29*27=,9396
17-5-20=,-8
19*26-7=,487
24+25-19=,30
21+5*28=,161
1+3-12=,-8
21+17-14=,24
28+20*25=,528
3-11*20=,-217
11*22-29=,213
7-22-2=,-17
7*2+17=,31
26+25-6=,45
16*28+2=,450
28-13*5=,-37
1*17*1=,17
12+7*2=,26
18*9-15=,147
7*5+2=,37
16-15+7=,8
1-11*8=,-87
1*22*28=,616
17-7*17=,-102
9*25+7=,232
3*23-12=,57
18+15-4=,29
23-26+13=,10
26*21-22=,524
16*13-15=,193
4*27+7=,115
5-22*5=,-105
0-13*15=,-195
3+28*23=,647
16-8*14=,-96
5*22-6=,104
17+25-29=,13
6*3-4=,14
9*16-29=,115
10-8*25=,-190
21+22*6=,153
16-22+4=,-2
23+28-23=,28
17*26-17=,425
19+11+20=,50
10*26-2=,258
6+17-5=,18
18-29-13=,-24
0-21*24=,-504
3*4*2=,24
4*11-20=,24
19*5*1=,95
27+19-9=,37
13*22*3=,858
23*17-21=,370
25+12-4=,33
12-29-3=,-20
10-9-11=,-10
19*24+2=,458
10+23-0=,33
15-26+0=,-11
23*27+14=,635
15*7+24=,129
8+2-29=,-19
1-18+24=,7
16*17*18=,4896
2-15*9=,-133
14-21+7=,0
26-27+7=,6
21-2+4=,23
2*11*22=,484
17+9*26=,251
15*15+11=,236
9+11-6=,14
1-16*22=,-351
10*3-25=,5
24-18+20=,26
12*17*18=,3672
28+23+7=,58
24-26*28=,-704
3-22-7=,-26
24+4+14=,42
8+23*28=,652
24+23-0=,47
25+11-6=,30
4+19*21=,403
8-12*16=,-184
3-8-4=,-9
11-5*11=,-44
23+5-23=,5
19-9+23=,33
29+2*23=,75
7*11*23=,1771
21-20*13=,-239
25*21-14=,511
11+25-29=,7
10-2*19=,-28
27-12*20=,-213
18*19+15=,357
7+13-29=,-9
2-17+22=,7
5-0-9=,-4
21+16*18=,309
8-7+11=,12
17-26*26=,-659
8-4-5=,-1
15+1*29=,44
8-12*27=,-316
8-14+15=,9
25-16-26=,-17
22*26*19=,10868
26+8+26=,60
23-2-15=,6
8-27-26=,-45
20*26*2=,1040
17+8+24=,49
13-3-26=,-16
19-4*15=,-41
18+29*3=,105
8+23-1=,30
23-28*7=,-173
1-1+25=,25
1-18-25=,-42
5-22*29=,-633
5*5+8=,33
10*14-24=,116
17*18+15=,321
1-8-1=,-8
1*22-17=,5
20-26*11=,-266
14-29+7=,-8
25+22+28=,75
3+3+21=,27
10*3*18=,540
29*3+21=,108
20*12*20=,4800
17*10+11=,181
6+16-24=,-2
6+19*12=,234
16*27-5=,427
1-7-29=,-35
6+5*13=,71
14+22*28=,630
1*28*26=,728
20+25-25=,20
14*16+12=,236
18-21-0=,-3
20-24-12=,-16
11-1-16=,-6
24*21-13=,491
20-4*16=,-44
27+5-3=,29
23-25+14=,12
17-21+28=,24
22*17*28=,10472
9*8+24=,96
3-1*4=,-1
7*4-15=,13
14+10*13=,144
1+12+10=,23
16*16*7=,1792
10*17*3=,510
16-6+16=,26
3+11+11=,25
0-23*13=,-299
19-4-15=,0
2-1*13=,-11
4*28*3=,336
2*2+3=,7
28*6-16=,152
20+27-21=,26
24*0+15=,15
14-25+24=,13
12*22+11=,275
13+13+7=,33
7+22-1=,28
9*0-2=,-2
20+23*21=,503
0*6*2=,0
15*22+5=,335
26+10+17=,53
24*21+14=,518
12+13+1=,26
20-22+9=,7
0+11*16=,176
4-13+0=,-9
18+20*20=,418
0-16*4=,-64
12+24*5=,132
9-13-28=,-32
9*24*8=,1728
28*27*18=,13608
14+22-23=,13
9+7+18=,34
19-19-1=,-1
23-3+27=,47
14+4*23=,106
19*3+16=,73
22+6+28=,56
1+3*17=,52
10+16-25=,1
22-13+4=,13
23-25*26=,-627
25+6*17=,127
18-18*5=,-72
8-18*6=,-100
23-6+18=,35
24-22+15=,17
14-10*28=,-266
26+28+13=,67
14*24*2=,672
5*11*27=,1485
9*6*8=,432
4*22+9=,97
11*11+23=,144
29-9*26=,-205
11-12+3=,2
11-1*27=,-16
8*5+19=,59
21+14+20=,55
10*27*4=,1080
24-2*8=,8
11-24+11=,-2
23*6*4=,552
7+2*12=,31
22*22+16=,500
25*25*18=,11250
24*1*22=,528
21+19-9=,31
25+12+12=,49
17-8-11=,-2
4-19-12=,-27
16-13+7=,10
16*5*10=,800
20-2-20=,-2
23+9*15=,158
22*11+12=,254
23-9*3=,-4
3-13-1=,-11
28+11*9=,127
13+16+12=,41
24-26+1=,-1
6-15+9=,0
2*22+6=,50
17*23+9=,400
27+3+11=,41
8-5*27=,-127
11+8-24=,-5
4*26+6=,110
23-13*21=,-250
16+6*16=,112
29*28*12=,9744
1-18-20=,-37
10+27*0=,10
15+11*18=,213
8*16-22=,106
9-17*29=,-484
3*23-29=,40
15-24*3=,-57
23-17-2=,4
25+8-1=,32
4*4-28=,-12
14*9*22=,2772
0*27*11=,0
1+12*28=,337
27*17-3=,456
0-18-22=,-40
20-21*22=,-442
5-5-16=,-16
5+7+2=,14
9-15*7=,-96
23*23*29=,15341
26+4-11=,19
18*24+10=,442
19*29-22=,529
12-0*0=,12
29+28-25=,32
26*16*7=,2912
12-10-20=,-18
14-16+2=,0
22-5-9=,8
2+8-9=,1
13-3-2=,8
3-24-7=,-28
28-27+14=,15
25+1-16=,10
4+9*21=,193
10*16-4=,156
15+24+5=,44
12+10+28=,50
28*14*3=,1176
28+3+11=,42
23*2*18=,828
4+16-13=,7
28*13*3=,1092
17+13-3=,27
10-24*29=,-686
26+29*12=,374
2+19+8=,29
21-16-24=,-19
28*14+9=,401
9-8*0=,9
8*19+14=,166
17-1+9=,25
27-7*5=,-8
22-2*16=,-10
7*3*11=,231
18*6-10=,98
6-21*3=,-57
6-12-13=,-19
19-28-15=,-24
18-14-12=,-8
17*24+23=,431
4+7-7=,4
19+10+18=,47
24-18-16=,-10
19+6+25=,50
10+18+18=,46
10-19+28=,19
24*15-28=,332
24*21*6=,3024
8-22-8=,-22
9*2-3=,15
22+3*21=,85
11+25-15=,21
12-16*19=,-292
28*24+9=,681
9-18-23=,-32
11-29-10=,-28
20+27*28=,776
18+2+24=,44
14*5*10=,700
12+23+22=,57
7*2*1=,14
19+28-23=,24
0-19+1=,-18
11*7-14=,63
29-16*23=,-339
29-11*3=,-4
11+7+3=,21
27+26-18=,35
16*18*17=,4896
4*10+23=,63
8-8-14=,-14
26+16-18=,24
3+9*3=,30
2-8+17=,11
5-1+29=,33
13*24+1=,313
22*8*0=,0
21+1+0=,22
0-27-3=,-30
24+12+15=,51
6-8-13=,-15
5+17*18=,311
25-18+7=,14
26-20+9=,15
18*18-12=,312
27-3-1=,23
0*15+26=,26
22*24+21=,549
11*9*20=,1980
14+2-22=,-6
5*24*25=,3000
0-10*2=,-20
21-20*15=,-279
14+17+13=,44
10+29-3=,36
7+9*9=,88
13*4*19=,988
20+18-26=,12
5-5+19=,19
16+23*6=,154
13+13+8=,34
26-2*24=,-22
13*19+13=,260
6-22+19=,3
24+10-14=,20
6-27*16=,-426
3*20*15=,900
15*24+20=,380
3-8*22=,-173
12-24*10=,-228
20*19+29=,409
21+22+28=,71
23-0*22=,23
19+20-11=,28
4*7-28=,0
19-25*12=,-281
7*13-26=,65
17*16*9=,2448
18-1-17=,0
10-29+7=,-12
24+24-8=,40
12*2+8=,32
7-7+24=,24
13*25*25=,8125
7-10+14=,11
19*23+15=,452
28-7*17=,-91
0-4-23=,-27
1-23-10=,-32
13*7*10=,910
8-4-2=,2
23*27*17=,10557
12*23-15=,261
21*22+8=,470
14*29*17=,6902
24-4*12=,-24
17*27*15=,6885
6*18-0=,108
2*9*18=,324
24+25*12=,324
2-24*16=,-382
20+4*6=,44
0+19*11=,209
23+2*14=,51
18+14+20=,52
9*11*18=,1782
13*14-2=,180
21-28-8=,-15
0+6*23=,138
17+3-1=,19
27-3+7=,31
29-1+10=,38
21+23+20=,64
28-20*24=,-452
8+18-18=,8
24-20+10=,14
21*28*5=,2940
2-18+7=,-9
14-10*10=,-86
21*8*24=,4032
24-27+23=,20
12-2+27=,37
4+8*22=,180
13+24+3=,40
4*4-27=,-11
20*14*7=,1960
25+28*26=,753
24+5-12=,17
26*21+1=,547
0-25+3=,-22
2-24-19=,-41
13*4*3=,156
2*6+19=,31
5-17-10=,-22
17+16-10=,23
22+9*3=,49
14+6+9=,29
26*23*0=,0
3*20-15=,45
22-5-23=,-6
28+1-7=,22
6+2-20=,-12
26-3+13=,36
18-23-19=,-24
18-4*4=,2
20*22-7=,433
25-18*22=,-371
28-26-6=,-4
4-7+20=,17
20+18-17=,21
9-3+0=,6
22+0+25=,47
15+29-10=,34
25+17+18=,60
10-22+28=,16
9+21-23=,7
16*17+19=,291
17+7+7=,31
27*25*16=,10800
17+9*25=,242
28*28-19=,765
19*7+28=,161
8-29-27=,-48
27-0*17=,27
9-16+6=,-1
19+3-29=,-7
28-28*14=,-364
17-22+11=,6
25-20+1=,6
0+10+6=,16
1*1+20=,21
22-9*9=,-59
1+9-4=,6
11-18-21=,-28
1-14*26=,-363
16-28-17=,-29
15*22+10=,340
17-25-24=,-32
0-24+2=,-22
14+1-16=,-1
20+28+2=,50
13*16-8=,200
12-25+29=,16
24-22*22=,-460
10-26+28=,12
5*8+18=,58
29+29*10=,319
20+27+20=,67
17*25*13=,5525
27*19*27=,13851
8+11+16=,35
9*2+7=,25
23+13+0=,36
0+21-11=,10
1-23*5=,-114
26*2+23=,75
19-11-1=,7
26-2*29=,-32
16-10-0=,6
15-12+1=,4
15+25*25=,640
25+15*6=,115
10+7-29=,-12
10-29-22=,-41
21*20-17=,403
29*25-21=,704
28*16+9=,457
17*13-27=,194
20-6*18=,-88
13-5-17=,-9
19*13+5=,252
8+9+26=,43
13-24-29=,-40
2*23*7=,322
12+18-14=,16
11*0-11=,-11
1-20*20=,-399
23-20-4=,-1
12*11*26=,3432
5+21+14=,40
2*20+13=,53
24*1+4=,28
11+7*18=,137
23*2+19=,65
28*3+5=,89
20*25+22=,522
14*4+12=,68
21+28*13=,385
20-24-24=,-28
20+9-5=,24
15-18*22=,-381
12+17-25=,4
18-5*14=,-52
13*16-11=,197
5-14-26=,-35
10+10-8=,12
12*16*19=,3648
2+28+20=,50
18*5*9=,810
14*3*14=,588
4-20*18=,-356
19-16-19=,-16
6-5-24=,-23
9+12*18=,225
17-21*15=,-298
10*23-29=,201
20*19+21=,401
11-16+18=,13
4+25*2=,54
14*28*18=,7056
8-11-26=,-29
19-4*20=,-61
14*7*10=,980
19-4*28=,-93
15-15*14=,-195
23*19-23=,414
14*22*25=,7700
8*22*16=,2816
21-23+28=,26
16*14*6=,1344
17-0+7=,24
10-20*16=,-310
23-6-22=,-5
28*17+24=,500
1*16-5=,11
23-4-8=,11
25*6-16=,134
17+23+20=,60
13-6*1=,7
16*1-27=,-11
22*13*17=,4862
21*19+19=,418
16-18+4=,2
2*25+29=,79
11+9+19=,39
29-28*17=,-447
0+4-21=,-17
13-12*25=,-287
9+22+29=,60
18-27-28=,-37
7-29*3=,-80
13*24-14=,298
11-7-6=,-2
9-20-13=,-24
5-8*10=,-75
3+21-14=,10
9-18+28=,19
6+0+6=,12
14*28+25=,417
9+25+19=,53
22+6+25=,53
15+0-2=,13
1+16*5=,81
20+26*26=,696
1-19-19=,-37
28-0-26=,2
21+2+16=,39
22+21-14=,29
13*25-0=,325
26-17*10=,-144
0+9*26=,234
12-9*22=,-186
10*4+14=,54
21+18+14=,53
8+27-22=,13
18+15*11=,183
27+3*9=,54
19-7*25=,-156
24*7+15=,183
9-17*8=,-127
22*4*11=,968
21-21+21=,21
17-13+11=,15
23+13-2=,34
13+24+29=,66
23-28*20=,-537
22-17+12=,17
16-19-28=,-31
24*28*15=,10080
10-25-11=,-26
1+16-28=,-11
16+1+18=,35
27-20*24=,-453
20+6-16=,10
5-21*9=,-184
9+27*5=,144
13-4*25=,-87
5*2*3=,30
16*11+15=,191
4-1+28=,31
0*11+20=,20
18+23+26=,67
10+8+1=,19
23+3+5=,31
26-29-10=,-13
3+18*16=,291
15+17-2=,30
25*14-14=,336
13+19-2=,30
9-26+17=,0
27+13-21=,19
20*18*27=,9720
6*20-12=,108
23+6+21=,50
1-19-27=,-45
6+0*28=,6
14+12-28=,-2
18*15+18=,288
26-22*2=,-18
19*0-9=,-9
9+11-26=,-6
8-16-16=,-24
29+20+19=,68
13*25+1=,326
8+24*2=,56
15-18+17=,14
16*28+6=,454
8-2+2=,8
28*27+0=,756
13*10*22=,2860
8-5*12=,-52
8-12-20=,-24
8*21+4=,172
3*21+27=,90
3-16-4=,-17
18-9+6=,15
24-14+22=,32
9-10+12=,11
15+14-23=,6
8*27+7=,223
19-22*21=,-443
28*24*26=,17472
9*19-29=,142
29+15+4=,48
5-16-23=,-34
21-26-15=,-20
8*1+26=,34
12+13-4=,21
26+14*10=,166
10-7*21=,-137
17*12*18=,3672
22-27-3=,-8
7*17-14=,105
8-1+8=,15
17+26*9=,251
10-2+22=,30
20*25+12=,512
18-22*27=,-576
12*7*12=,1008
5*13+8=,73
7+2+9=,18
16+10+16=,42
9*15+4=,139
9-0+1=,10
3*15-15=,30
24*0-18=,-18
5-7*27=,-184
17-24+6=,-1
3*4*24=,288
3*1-6=,-3
12*24-6=,282
29*6*15=,2610
10+26-9=,27
1-24+12=,-11
5-26*13=,-333
13*21*9=,2457
16*11+21=,197
22-17+0=,5
2-7+22=,17
4*7*15=,420
24-20+18=,22
23*9-15=,192
18*4*22=,1584
22*14+25=,333
4-1*19=,-15
2*14+8=,36
18+22*25=,568
6+22-3=,25
13+2*23=,59
5*2-0=,10
21*15-10=,305
19*6-22=,92
2*0-29=,-29
22+4-10=,16
19-15*14=,-191
12+19-13=,18
3+10-24=,-11
9-24-22=,-37
17-27*15=,-388
18*27*21=,10206
27+13+2=,42
20*12*8=,1920
0-26-1=,-27
11+2*16=,43
1-25+5=,-19
20-29+17=,8
28+8-26=,10
16+5+2=,23
16+11+23=,50
13-4*4=,-3
24-17+26=,33
17*20*25=,8500
26-20+18=,24
9*5+4=,49
3+14*2=,31
16-5-10=,1
7+20+26=,53
14*29-1=,405
23*2+22=,68
24*24*29=,16704
9+27*10=,279
11*29+16=,335
3+1*2=,5
22-22+14=,14
22-6-23=,-7
15*6*7=,630
10-18-6=,-14
18*23-14=,400
3*24-26=,46
3*3+8=,17
12-2+13=,23
2*25*19=,950
17+20+27=,64
24+20-25=,19
26+25+1=,52
26*14-23=,341
15+4+18=,37
14+7*26=,196
12*17*8=,1632
16-4-28=,-16
15*11*26=,4290
21*18-4=,374
4*8+24=,56
11+15+0=,26
9*7-24=,39
10+14*8=,122
0*19*9=,0
18*9-11=,151
14-5*23=,-101
27*9+2=,245
11+7*4=,39
18*27-14=,472
11-4+26=,33
1*5*12=,60
21+5*27=,156
19+22*0=,19
15*21+26=,341
16-4*12=,-32
14-16*3=,-34
8+6-12=,2
3*13*11=,429
8-11-12=,-15
4*23*29=,2668
12*7-10=,74
12+5+7=,24
18-27+11=,2
23+7-17=,13
29-10+20=,39
29-4*23=,-63
22-26*23=,-576
10+5*15=,85
13+7+29=,49
26-9+7=,24
15*28*18=,7560
4*27*24=,2592
22+9*0=,22
13-7*21=,-134
15-4-21=,-10
4+29*22=,642
15+28-28=,15
27+11*18=,225
21+9+21=,51
14+6+8=,28
24+25+20=,69
8*8+27=,91
16-10+2=,8
16+21+25=,62
20+27*19=,533
17+18*12=,233
1-12+5=,-6
1*3*29=,87
21+13*8=,125
18+8*1=,26
17*26-15=,427
4-19+26=,11
4-25*3=,-71
14-21+3=,-4
4-0-22=,-18
16+3+20=,39
24-17+29=,36
4-6+4=,2
2*7*13=,182
27*7*2=,378
23*27-1=,620
24*26*2=,1248
5+27-17=,15
20-10-28=,-18
11-10-0=,1
25*14-18=,332
7+28+9=,44
1+16-13=,4
10*12-27=,93
18-24*3=,-54
12+27+24=,63
0+20+0=,20
2-23+2=,-19
20*21+17=,437
12*15*7=,1260
27-27-18=,-18
14*29*12=,4872
21+2*12=,45
17-7-1=,9
13-24-23=,-34
0+6-29=,-23
12+20+15=,47
19*4-8=,68
1+27+13=,41
17+1-15=,3
20*11*24=,5280
19*16-18=,286
18+27+20=,65
22+6+17=,45
12*13+4=,160
23-14+0=,9
5*9+18=,63
24*12*11=,3168
28*16*20=,8960
13-1-24=,-12
10+5+24=,39
9+13*10=,139
28*11-16=,292
21*9-1=,188
20-29*19=,-531
7*26*12=,2184
9-2+23=,30
28*10*7=,1960
12*4*15=,720
7*27+14=,203
4*25*27=,2700
9*2+6=,24
6+0+16=,22
0-2*8=,-16
4+25-12=,17
1+23*28=,645
0-23*27=,-621
11+27-15=,23
14+28-2=,40
5-12+0=,-7
12+2-19=,-5
2-12-7=,-17
19-21-7=,-9
17-3+22=,36
10+12*22=,274
17*2+5=,39
3*6-0=,18
14-27-13=,-26
29*2*20=,1160
0-6-14=,-20
2-11+12=,3
19*5+6=,101
23+15+25=,63
19*1+28=,47
29*28-4=,808
28-12*19=,-200
2+13+7=,22
11*7-4=,73
9*8-5=,67
21-25-28=,-32
20+4+14=,38
26-9*24=,-190
2+2+29=,33
11+13*24=,323
19-10+8=,17
17*8*17=,2312
17-22+2=,-3
21-13-11=,-3
9-8+2=,3
7+10-28=,-11
8*5*7=,280
15-12*8=,-81
27-7+18=,38
13+3*0=,13
20*17+17=,357
23*27-2=,619
12*29*26=,9048
4*29+13=,129
25-14*19=,-241
5-29-2=,-26
10-26-21=,-37
7+28*18=,511
28*22*28=,17248
2+22+6=,30
16+15-13=,18
12*8+4=,100
5*26-2=,128
20*16+3=,323
15+25+18=,58
19*7+0=,133
12-20*25=,-488
17+4-16=,5
11+7-12=,6
18+12-19=,11
21*14-11=,283
26*8*24=,4992
16*18+2=,290
26*22+14=,586
24-19*1=,5
23-9+29=,43
3+29*27=,786
18*5-7=,83
23*1*10=,230
5-13+24=,16
15*1+26=,41
11*4*25=,1100
1-19-4=,-22
22-20+29=,31
20+4-25=,-1
4+23+16=,43
20+2+3=,25
21*16-10=,326
20*2*28=,1120
22-5+25=,42
13*16+7=,215
3-3-12=,-12
7*13*8=,728
3*5-27=,-12
17+1+10=,28
1-12-19=,-30
8+25+17=,50
15+2*20=,55
1-10+9=,0
16*20-0=,320
17-7*15=,-88
19*19*20=,7220
25*27-20=,655
5-26*0=,5
6*28*13=,2184
5-22-11=,-28
22*2*25=,1100
23-24-9=,-10
27+14+9=,50
2-5-10=,-13
21*23+3=,486
4-3+25=,26
22+28*17=,498
3+9*25=,228
29+29+0=,58
29*29*9=,7569
2*11*20=,440
12-11*5=,-43
29+6+1=,36
4*24+16=,112
3+13-17=,-1
13*23-13=,286
27-5-0=,22
0+8+0=,8
19+26+22=,67
15*9-4=,131
29-28-28=,-27
4*24+5=,101
29*8*7=,1624
13-14-1=,-2
9+9-28=,-10
9-21*19=,-390
6*2-0=,12
5*18+12=,102
22+4+19=,45
9+16*9=,153
28*25-12=,688
0+29-20=,9
22-8+6=,20
23*8-5=,179
10-5-7=,-2
3-17-9=,-23
6*0*10=,0
25-1*18=,7
2-10*27=,-268
3*21*27=,1701
29+1-15=,15
3-27+12=,-12
11+29-25=,15
18*21+4=,382
2*26-9=,43
1+27+27=,55
13*17-1=,220
25+29+17=,71
5-1+10=,14
13-22-12=,-21
15+12*14=,183
7*5*20=,700
21+0*14=,21
0+25*19=,475
23*10-19=,211
29*4*9=,1044
9+8*29=,241
14+2*6=,26
27-11-4=,12
13-16*22=,-339
8*13-20=,84
15-26+23=,12
12-25+6=,-7
6-7-8=,-9
16+22*6=,148
14*0-3=,-3
26*2-20=,32
25*13*20=,6500
20*24-8=,472
25-20*7=,-115
25-1+15=,39
25+29*14=,431
21*27*7=,3969
10*10+7=,107
11+7*16=,123
8+9-7=,10
13-23-7=,-17
2-8*0=,2
15*26*27=,10530
13+14*16=,237
23-9*17=,-130
21+18+7=,46
14+20+22=,56
22-2*5=,12
0-11-1=,-12
7-0-5=,2
23+17+4=,44
5-4+23=,24
18*17*4=,1224
22*16+21=,373
8+16*18=,296
23*6-25=,113
27+10-2=,35
10-18*22=,-386
9-19*9=,-162
24-12*7=,-60
27+7+1=,35
27*19+23=,536
8-18*7=,-118
26-16+10=,20
19-3+0=,16
5*7*10=,350
14*13+22=,204
22+16*14=,246
15*27*4=,1620
15-19*17=,-308
8-4+21=,25
27-7+12=,32
26-4-11=,11
16*9+25=,169
25-21-11=,-7
0-5-26=,-31
27-22+15=,20
21+3-10=,14
13-3+18=,28
12*14+13=,181
12+24-10=,26
1-12+24=,13
3*25+10=,85
4+15+25=,44
4+2*7=,18
10+20*0=,10
2*26*18=,936
10*5*11=,550
24-2-2=,20
4+1+19=,24
29*20-16=,564
24+20+11=,55
28-10-18=,0
26-17*20=,-314
2-12+13=,3
7+24-9=,22
0*7*0=,0
8+21*5=,113
19*27*10=,5130
4-16*21=,-332
1-19-18=,-36
15*1-15=,0
21*21-2=,439
11-23*9=,-196
28*10*15=,4200
12*16*29=,5568
24-12+13=,25
12-21+18=,9
13+7+19=,39
29*13*19=,7163
8+13-26=,-5
17*25*27=,11475
9+19+13=,41
20+8+1=,29
15+29*21=,624
16-11-11=,-6
3*20*20=,1200
15-17-17=,-19
12+23-25=,10
11-22*3=,-55
29*19+29=,580
8-20*28=,-552
12+24*21=,516
1*23+5=,28
